num_aligns,length,model1,prob1,model2,prob2,erro
10.0,149.0,RtREV+I,836.781299518063,RtREV+I,836.781299518063,False
10.0,120.0,VT+G+F,768.139530095697,DCMut+I,787.49947223494,False
10.0,518.0,JTT+G+F,3955.15880454444,BLOSUM62+G,3994.55666321875,False
10.0,609.0,RtREV+G+F,4213.0129313176,RtREV+G+F,4213.0129313176,False
10.0,275.0,RtREV+G+F,1873.28567543505,WAG+G,1901.54785717567,False
10.0,306.0,RtREV+G+F,2011.16377725091,WAG+G,2040.80899344162,False
10.0,172.0,RtREV+G+F,1287.56433105385,WAG+G,1308.20701598562,False
10.0,248.0,WAG+I,1925.42071729315,WAG+I,1925.42071729315,False
10.0,237.0,WAG+G,1588.4588012017,WAG+G,1588.4588012017,False
10.0,147.0,RtREV+I,917.715801421025,RtREV+I,917.715801421025,False
10.0,251.0,WAG+I+F,2076.96195695348,BLOSUM62+I,2110.763486484,False
10.0,125.0,JTT+G,1008.95884549557,JTT+G,1008.95884549557,True
10.0,237.0,WAG+G,1588.4588012017,WAG+G,1588.4588012017,False
10.0,405.0,RtREV+G+F,3512.51485818638,RtREV+G,3548.49467872966,False
10.0,372.0,JTT+I,3361.3292059478,JTT+I,3361.3292059478,False
10.0,198.0,WAG+G+F,1524.59360020508,WAG+G,1545.96439204164,False
10.0,184.0,VT+I+F,1485.05878918011,WAG+I,1512.73427783393,False
10.0,85.0,WAG+I,655.239100259886,WAG+I,655.239100259886,False
10.0,237.0,WAG+G,1588.4588012017,WAG+G,1588.4588012017,False
10.0,237.0,WAG+G,1588.4588012017,WAG+G,1588.4588012017,False
10.0,237.0,WAG+G,1588.4588012017,WAG+G,1588.4588012017,False
10.0,237.0,WAG+G,1588.4588012017,WAG+G,1588.4588012017,False
10.0,223.0,BLOSUM62+I,2481.11600875964,BLOSUM62+I,2481.11600875964,False
10.0,281.0,WAG+G,1960.43928346559,WAG+G,1960.43928346559,True
10.0,267.0,WAG+I,2239.23830661107,WAG,2240.69530460175,False
10.0,439.0,RtREV+G+F,2802.29587910472,JTT+I,2833.37471707558,False
10.0,447.0,WAG+G+F,3029.01207645445,RtREV+G,3068.87826936522,False
10.0,245.0,DCMut+G,1581.16032109179,DCMut+G,1581.16032109179,False
10.0,159.0,RtREV+G,1123.66070728824,RtREV+G,1123.66070728824,False
10.0,159.0,RtREV+G,1123.66070728824,RtREV+G,1123.66070728824,False
10.0,159.0,RtREV+G,1123.66070728824,RtREV+G,1123.66070728824,False
10.0,159.0,RtREV+G,1123.66070728824,RtREV+G,1123.66070728824,False
10.0,159.0,RtREV+G,1123.66070728824,RtREV+G,1123.66070728824,False
10.0,159.0,RtREV+G,1123.66070728824,RtREV+G,1123.66070728824,False
10.0,159.0,RtREV+G,1123.66070728824,RtREV+G,1123.66070728824,False
10.0,159.0,RtREV+G,1123.66070728824,RtREV+G,1123.66070728824,False
10.0,662.0,JTT+I+G+F,3986.45483792104,JTT+G,4009.03233212524,True
10.0,237.0,WAG+G,1588.4588012017,WAG+G,1588.4588012017,False
10.0,237.0,WAG+G,1588.4588012017,WAG+G,1588.4588012017,False
10.0,1039.0,RtREV+I+F,4125.03551300773,RtREV+I+F,4125.03551300773,False
10.0,454.0,RtREV+G+F,3680.52682488496,WAG+I,3725.60464284458,False
10.0,194.0,BLOSUM62+G,1636.21510594825,BLOSUM62,1637.88766462571,False
10.0,142.0,WAG+F,1193.62771335929,WAG,1214.39234798066,False
10.0,284.0,BLOSUM62+I,2260.81316271028,BLOSUM62,2262.59593045002,False
10.0,237.0,WAG+G,1821.99998896872,WAG+G,1821.99998896872,False
10.0,342.0,CPREV+G+F,2805.45192710021,RtREV+G,2836.85033421055,False
10.0,479.0,RtREV+I+F,3438.08894243125,WAG+I,3482.44000278977,False
10.0,219.0,RtREV+G+F,1469.83862366181,BLOSUM62+G,1495.39220823987,False
10.0,194.0,RtREV+G+F,1163.09678930037,WAG+G,1191.09316865805,False
10.0,151.0,RtREV+I+F,1041.52333688664,RtREV+I,1061.94734822885,False
10.0,237.0,WAG+G,1588.4588012017,WAG+G,1588.4588012017,False
10.0,237.0,WAG+G,1588.4588012017,WAG+G,1588.4588012017,False
10.0,237.0,WAG+G,1588.4588012017,WAG+G,1588.4588012017,False
10.0,237.0,WAG+G,1588.4588012017,WAG+G,1588.4588012017,False
